asn,name,cc,rir,cone,verdict,has_real_aspa,declared_providers,inferred_upstreams,jaccard_overlap
270,National Aeronautics and Space Administration,US,arin,3,Unverified (Transit/Peer?),False,,,
271,BCNET,CA,arin,17,PARTIAL: VULNERABLE (Mixed),False,,1299;852;6327;6939;22652,
262416,GLOBALL TELECOM,BR,lacnic,0,REGRESSED,False,,28146;28283;53062;16735,
262417,UltraTelecom Provedora de Internet,BR,lacnic,3,REGRESSED,False,,28283;7713;6939,
262418,Indagraf Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,269096;52468;28198,
262419,ASNet Inform?tica e Internet Ltda,XX,,0,NOT ROUTED,False,,,
276,University of Texas System,US,arin,5,Unverified (Transit/Peer?),False,,,
262415,OPEN PROCESSAMENTO DE DADOS LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,266602;52468;52925;270735,
262414,UPKONECT CELULAR E TELECOMUNICAÇÕES EIRE,BR,lacnic,0,NOT ROUTED,False,,,
262423,PARAISONET LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,263432,
262424,InterSoft Internet Software EIRELI,BR,lacnic,6,REGRESSED,False,,26615,
262422,Vipsnet Telecomunicacoes,BR,lacnic,0,STUB: VULNERABLE,False,,262761;273421;271253;1031,
262426,BRAVA INTERNET,BR,lacnic,0,STUB: VULNERABLE,False,,4230;8167,
262427,Invista Net Provedor de Acesso Ltda,BR,lacnic,9,REGRESSED,False,,33891;1031;52925;174;52468;15830;6939;10429,
262428,LINK10 BR,BR,lacnic,2,REGRESSED,False,,28260;33891;3356;1031,
262429,ACEM Telecom Ltda,XX,,0,NOT ROUTED,False,,,
262430,DIGITAL DESIGN SERVIÇOS DE TELECOMUNICAÇÕES EIRELI,BR,lacnic,0,STUB: VULNERABLE,False,,28142,
262431,Liq Corp S.A.,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,28666;17222,
262432,KOFRE REP.E COM. DE TELECOMUNICACOES LTDA,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,52873;28186;10429,
262433,QI Equipamentos para Informática Ltda.,BR,lacnic,0,REGRESSED,False,,7713;6939;3356;16735,
262434,WIIP TELECOM SERVIÇOS DE INTERNET LTDA,BR,lacnic,5,REGRESSED,False,,6939,
262435,Base Solucoes de Int. em Tecnologia e Informatica,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,6939,
262436,DOMUS TELECOM,BR,lacnic,0,NOT ROUTED,True,52863;61696;263509;266156,,
293,ESnet,US,arin,35,PARTIAL: VULNERABLE (Mixed),True,3356;6939;20965;23855;134148,12956;2914;3491;9002;34927;3216;6453;7575;3320;6939;3356,0.14285714285714285
262438,VELOMAX TELECOM S/A,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,16735,
262439,ALCANS SERVICOS EM TELECOMUNICACOES LTDA,BR,lacnic,0,NOT ROUTED,False,,,
262437,InNET Ponto Com Ltda.,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,6939,
297,National Aeronautics and Space Administration,US,arin,2,ACTIVE LOCAL ROV,False,,209;2914;6939;6762,
262442,Fundação Universidade de Itaúna,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,16735,
262441,Fund. Vale do Taquari de Educ. e Desenvolv. Social,BR,lacnic,0,STUB: VULNERABLE,False,,28283;2716,
262444,XTURBO PROVEDOR DE INTERNET LTDA,BR,lacnic,3,REGRESSED,False,,6939;53062,
262445,SulDigital Internet Ltda ME,BR,lacnic,0,STUB: VULNERABLE,False,,61599,
302,Baylor College of Medicine,US,arin,3,PASSIVE (Clean Pipe),False,,2914;1299;6461,
262447,IMG BRASIL TELECOMUNICAÇÕES LTDA,BR,lacnic,0,REGRESSED,False,,262854,
262448,DIALHOST INTERNET EIRELI,BR,lacnic,0,STUB: VULNERABLE,False,,52925,
262449,GIGA MAIS FIBRA TELECOMUNICACOES S.A.,BR,lacnic,0,STUB: VULNERABLE,False,,262354,
306,United States Department of Defense (DoD),US,arin,63,Unverified (Transit/Peer?),False,,,
262451,Prefeitura Municipal de Londrina,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,16735,
262452,RVC FIBRA,BR,lacnic,0,STUB: VULNERABLE,False,,61917;61621,
262453,GOLD INTERNET LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,267221,
262454,IPWAVE INTERNET LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,268900,
262455,CAPGEMINI BRASIL S.A.,BR,lacnic,0,STUB: VULNERABLE,False,,3356;15830,
262456,ELO MULTIMIDIA LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,269194;4230,
262457,HELLO BRAZIL TELECOM,BR,lacnic,0,STUB: VULNERABLE,False,,11432;7713;6939;52468,
262458,Tec System Sistemas Eletronicos LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,28283;262907,
262459,Osirnet Info Telecom Ltda.,BR,lacnic,3,REGRESSED,False,,13786;6939;3356,
262460,Ubannet Internet e Informatica Ltda ME,BR,lacnic,0,STUB: VULNERABLE,False,,52965,
262461,MT.NET - Servi?os de Internet Ltda-ME,XX,,0,STUB: VULNERABLE,False,,262491,
262462,Aranet Play,BR,lacnic,115,REGRESSED,False,,12956;6939;3356,
262463,TELECOM CORDEIROPOLIS LTDA - ME,BR,lacnic,2,REGRESSED,False,,7713;6939;52468;23764,
311,United States Department of Defense (DoD),US,arin,0,NOT ROUTED,False,,,
262465,Masterradius Telecom Ltda EPP,BR,lacnic,0,STUB: VULNERABLE,False,,61568;52999,
262466,WNX TELECOM LTDA - ME,XX,,0,NOT ROUTED,False,,,
323,United States Department of Defense (DoD),US,arin,0,STUB: VULNERABLE,False,,306,
262468,ATEL ( Natel Telecom Ltda ),BR,lacnic,12,REGRESSED,False,,12956;6939;3356,
262469,ZaaZ Telecom,BR,lacnic,0,STUB: VOLATILE,False,,7713,
262470,Pontenet Teleinformática Ltda.,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,263009;6939,
327,United States Department of Defense (DoD),US,arin,0,STUB: VULNERABLE,False,,306,
328,United States Department of Defense (DoD),US,arin,0,STUB: VULNERABLE,False,,306,
262473,SAMISSA TELECOM,BR,lacnic,0,STUB: VULNERABLE,False,,28329;6939;52573,
262474,ALTERNA TELECOMUNICACOES E CONECTIVIDADE LTDA EPP,BR,lacnic,10,REGRESSED,False,,263009;33891;3303;1031;52468;6939;3356,
262475,"TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERV. E TEC. S/A",BR,lacnic,0,STUB: VULNERABLE,False,,6939;52925,
262476,BRCENTRAL TELECOM,BR,lacnic,77,PASSIVE (Clean Pipe),False,,2914;6939;3356;16735,
262477,RAIZEN ENERGIA S.A,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,10429;4230,
262478,AUE Provedor de Internet LTDA.,BR,lacnic,0,STUB: VULNERABLE,False,,264409;6939;10429;52925,
262479,PRIME SISTEMAS DE ATENDIMENTO AO CONSUMIDOR LTDA,XX,,0,NOT ROUTED,False,,,
262480,CONNECT10 INTERNET EIRELI,BR,lacnic,0,STUB: VULNERABLE,False,,7713;1031;11432;271253;6939,
262481,VERO S.A,BR,lacnic,0,STUB: VULNERABLE,False,,28258,
262482,HOMENET TELECOMUNICAÇÕES LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,53115;262355,
262483,Prefeitura Municipal de Campo Grande,BR,lacnic,0,STUB: VULNERABLE,False,,53062,
262484,Zumpa Telecom Telecomunica��es EIRELI,XX,,0,NOT ROUTED,False,,,
262485,S.C. RIO TELECOMUNICACOES E INFORMATICA LTDA,BR,lacnic,1,REGRESSED,False,,6939;52468,
262486,PRODAM Processamento de Dados Amazonas S.A,BR,lacnic,0,STUB: VULNERABLE,True,4230;20121;26162;53237;263450;264387,53237;4230,0.3333333333333333
262487,Starchip Monitoramento e Seguranca,BR,lacnic,0,STUB: VULNERABLE,False,,266525;262427;10429,
262488,Minasnet Servi?os de Provedor de Internet Ltda,XX,,0,NOT ROUTED,False,,,
344,United States Department of Defense (DoD),US,arin,0,STUB: VULNERABLE,False,,27064;306,
262490,Ambiente Virtual Sistemas e Conectividade Ltda,BR,lacnic,4,REGRESSED,False,,61832;6939;53087,
262491,SS INFORMÁTICA,BR,lacnic,1,PASSIVE (Clean Pipe),False,,6939;53087,
262492,INTERCONECT TELEINFORMATICA EIRELI,BR,lacnic,0,STUB: VULNERABLE,False,,266520;61623,
262493,Unknown,XX,,0,STUB: VULNERABLE,False,,28220,
262494,Virtex Telecom,BR,lacnic,37,PARTIAL: VULNERABLE (Mixed),True,6939;7195;37468;262999;264409,61832;7713;6939,0.14285714285714285
343,United States Department of Defense (DoD),US,arin,0,STUB: VULNERABLE,False,,306,
262496,Clonix Telecom Eireli ME,BR,lacnic,2,REGRESSED,False,,267469,
262497,JNNET TELECOMUNICACOES EIRELI - EPP,BR,lacnic,0,STUB: VULNERABLE,False,,28173,
262498,Sudoeste Fibra,BR,lacnic,0,REGRESSED,False,,7738;6939;52554,
262499,TMC Tecnologia em Telecomunicacoes Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,11432;7713,
262500,BS2 Sistemas para Internet Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,262355;53062,
262501,Inetweb Informática e Assessoria Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,6939;52925;52863,
262502,FLYLink Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,262595,
262503,WIKI TELECOMUNICACOES EIRELI,BR,lacnic,68,PASSIVE (Clean Pipe),False,,6939,
262504,Nova Rede de Telecomunicações Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,53062,
262505,N4 Telecomunicacoes LTDA - ME,BR,lacnic,8,REGRESSED,False,,7713;33891;1031;3303;6939;52925,
262506,ASERNET TELECOM,BR,lacnic,0,STUB: VULNERABLE,False,,266409;6939;52863,
262507,OSI TELECOM,BR,lacnic,0,STUB: UNRELIABLE,False,,268624;28343;6939;52925;16735,
262508,Grupo Herval,BR,lacnic,0,STUB: VULNERABLE,False,,28283;4230,
262509,Unknown,XX,,0,STUB: VULNERABLE,False,,28220,
358,United States Department of Defense (DoD),US,arin,0,STUB: VULNERABLE,False,,306,
367,United States Department of Defense (DoD),US,arin,4,VULNERABLE,False,,27064;306,
262512,Companhia de Informática de Jundiaí - CIJUN,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,6939;10429,
262511,Universidade Federal do Pará,BR,lacnic,0,STUB: VULNERABLE,False,,1916,
262514,BTT TELECOMUNICACOES S.A.,BR,lacnic,0,REGRESSED,False,,28656,
262515,FUNDACAO JOAO PAULO II,BR,lacnic,0,STUB: VULNERABLE,True,262765,262765;22381,0.5
262516,Directweb Tecnologia em Informática Eireli,BR,lacnic,1,PARTIAL: VULNERABLE (Mixed),False,,7713;6939;3356;28663,
262517,NIQTURBO PIMENTEL E MOREIRA LTDA,BR,lacnic,5,REGRESSED,False,,262476;267613;16735,
262518,Tray / LWSA S/A,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,6939;4230,
262519,Milla Internet,BR,lacnic,0,STUB: VULNERABLE,False,,7713;3356;53181,
376,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),CA,arin,22,REGRESSED,False,,577;174;852;6453;3257;6939;22652,
262521,pgf telecomunicacoes ltda,BR,lacnic,0,STUB: VULNERABLE,False,,263276;269589,
262522,CITYDATA TELEC LTDA.,XX,,0,NOT ROUTED,False,,,
262523,HELP DESK NET TELECOMUNICACOES LTDA ME,BR,lacnic,0,STUB: VULNERABLE,False,,52573,
262524,COAMO AGROINDUSTRIAL COOPERATIVA,BR,lacnic,0,STUB: VULNERABLE,False,,14868;10429;53062,
262520,Prefeitura Municipal de Alfenas,BR,lacnic,0,STUB: VULNERABLE,False,,267549,
262526,AVATO TECNOLOGIA S.A,BR,lacnic,5,VULNERABLE,False,,262907,
375,Tieto Oyj,FI,ripencc,0,STUB: VULNERABLE,False,,12552;55002,
384,Air Force Systems Networking,US,arin,0,STUB: VULNERABLE,False,,27064,
262529,MULT SERVICE LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,262851,
262530,Quality Net,BR,lacnic,0,STUB: VULNERABLE,False,,7713;6939;267613;53115,
262531,COMBO LIVRE TELECOM,BR,lacnic,0,STUB: VULNERABLE,False,,265144;264409;273683,
262532,NET ONDA SERVICOS DE INTERNET LTDA,BR,lacnic,37,REGRESSED,False,,61568;12956;6939;3356,
262533,Universidade do Estado do Pará,BR,lacnic,0,STUB: VULNERABLE,False,,1916,
262534,Laboratório Nacional de Computação Científica,BR,lacnic,0,STUB: VULNERABLE,False,,1916,
262535,Flash Net Brasil Telecom Ltda - EPP,BR,lacnic,0,STUB: VULNERABLE,False,,262761;6939;1031,
262536,UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MED,BR,lacnic,0,STUB: VULNERABLE,False,,4230;8167,
262537,DataSafeIT Solucoes em Tecnologia,XX,,0,NOT ROUTED,False,,,
391,Air Force Systems Networking,US,arin,0,STUB: VULNERABLE,False,,27064,
262539,DUNET LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,7713;6939;22381;53062,
262540,CBNET TELECOM EIRELI,BR,lacnic,0,STUB: VULNERABLE,False,,6939;52468,
262541,ITEMNET PROVEDOR DE INTERNET LTDA - ME,BR,lacnic,0,NOT ROUTED,False,,,
262542,Zump Net,BR,lacnic,0,STUB: VULNERABLE,False,,262907,
262543,Minha New Life,BR,lacnic,0,STUB: VULNERABLE,False,,28283,
262544,RazaoInfo Internet Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,263077,
262545,CLARANET TECHNOLOGY S.A.,BR,lacnic,0,STUB: VULNERABLE,False,,6939;52925;15830;52863,
262546,NetCintra Telecomunicações Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,6939;52468,
262547,Tricor Teleinformática Ltda,BR,lacnic,0,NOT ROUTED,False,,,
262548,GETCARD PROVEDORA DE TRANSACOES ELETRONICAS LTDA,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,262355;4230,
262549,CELINET INFORMATICA LTDA-ME,BR,lacnic,0,STUB: VULNERABLE,False,,61568,
262550,LUCAS NETWORK INFORMATICA LTDA ME,BR,lacnic,0,STUB: VULNERABLE,False,,263629;53062;60503,
262551,Farol Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,28283;274614,
262552,BH - TEC,BR,lacnic,0,STUB: VULNERABLE,False,,269096;17222,
408,Air Force Systems Networking,US,arin,0,NOT ROUTED,False,,,
262554,REDE VELOZ LTDA,XX,,0,NOT ROUTED,False,,,
407,Air Force Systems Networking,US,arin,0,NOT ROUTED,False,,,
406,Air Force Systems Networking,US,arin,0,STUB: VULNERABLE,False,,27064,
262557,VIA SUL TELECOMUNICAÇOES LTDA ME,BR,lacnic,0,REGRESSED,False,,263009;28173;6939;53181,
262558,PROMPT BRASIL SOLUCOES EM TI LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,52468;52573;263966,
262559,Aguia Branca Participações Ltda,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,10429;4230,
262560,A Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,265290;53087,
262561,PRINSE MULTIMÍDIA EIRELI - EPP,XX,,0,NOT ROUTED,False,,,
262562,Max WIFI Telecom Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,266167,
419,Air Force Systems Networking,US,arin,0,NOT ROUTED,False,,,
420,Air Force Systems Networking,US,arin,0,NOT ROUTED,False,,,
262565,CYBER INTERNET LTDA,BR,lacnic,0,REGRESSED,False,,53427;52573;4230,
262566,Link Sete Servicos de Internet e Redes Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,6939;21574,
262567,TELECOM FOZ,BR,lacnic,0,REGRESSED,False,,7713;6939;3356,
262568,Netvia Telecom Provedor de Internet Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,265269;52965;263558,
262569,MGNET INFORMATICA E SERVIÇOS LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,262773,
262570,TECNOLOGIA BANCARIA S/A,BR,lacnic,0,STUB: VULNERABLE,False,,10429;4230;52925,
262571,SM Networks,BR,lacnic,0,STUB: VULNERABLE,False,,28260;6939;52468,
262572,Sothis Tecnologia LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,11432;7713;40850;6939,
262573,GILMAR DOS SANTOS & CIA. LTDA.,BR,lacnic,0,STUB: VULNERABLE,False,,53115,
262574,Bit On Internet Provider Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,53115,
262575,Alto Vale Net Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,53062,
262576,R4 TECNOLOGIA LTDA,BR,lacnic,0,NOT ROUTED,False,,,
262577,RLC COMÉRCIO E SERVIÇOS LTDA - ME,BR,lacnic,0,STUB: VULNERABLE,False,,61512;265078,
262578,EASY EMBRANET SERVIÇOS DE COMUNICAÇÃO LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,263047;6939;28126;16735,
262579,GE Network Provedor de Internet LTDA,BR,lacnic,0,REGRESSED,False,,61832;28368,
436,Air Force Systems Networking,US,arin,0,NOT ROUTED,False,,,
262581,SPEEDY ONLINE TELECOM,BR,lacnic,0,STUB: VULNERABLE,False,,262740,
262582,Netsul Internet Banda Larga LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,28173,
262583,Fundação Universidade de Passo Fundo,BR,lacnic,0,STUB: VULNERABLE,False,,2716,
262584,Rede interativa de Comércio Informática e Comunica,BR,lacnic,0,NOT ROUTED,False,,,
262585,FLEXUS TELECOM LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,6939;22381;273478;16735,
262586,R4 Informática Ltda,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,262355,
262587,CST - Cerentini Soluções em Tecnologia,BR,lacnic,1,REGRESSED,False,,13786;28283;28146;16735,
262588,EXPLORERNET INFOLINK TECNOLOGIA E TELECOMUNICACOES,BR,lacnic,3,REGRESSED,False,,33891;1031;264409;6939;52925,
262589,SAMM (Internexa),BR,lacnic,73,PARTIAL: VULNERABLE (Mixed),False,,7713;6762;174;52468;6939,
262590,NET ON LINE LTDA,BR,lacnic,0,REGRESSED,False,,33182;61832;28368;28598;28126,
262591,CONECTION SERVICOS DE VALOR ADICIONADO LTDA,BR,lacnic,1,REGRESSED,False,,28283;6939,
262592,Infopasa Provedora de Internet Ltda ME,XX,,0,NOT ROUTED,False,,,
262593,Mondax Internet Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,28283;6939;52863,
262594,4iNET Communications,BR,lacnic,2,REGRESSED,False,,268624,
262595,OnNet Telecomunicacoes LTDA,BR,lacnic,5,REGRESSED,False,,28198;7713;53062;16735,
262596,JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA,BR,lacnic,0,NOT ROUTED,False,,,
262597,CONTINUY SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,52925;52863,
454,Air Force Systems Networking,US,arin,0,NOT ROUTED,False,,,
262599,OSTARA TELECOMUNICA??ES LTDA,XX,,0,NOT ROUTED,False,,,
262600,ASE TELECOMUNICAÇÕES LTDA ME,BR,lacnic,1,REGRESSED,False,,52872,
262601,GtNet Telecomunicaçoes Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,61832;61568,
262602,Ibiritenet Telecom e serv. de inf. ltda,XX,,0,NOT ROUTED,False,,,
262603,GX INTERNET E WEB HOSTING SERV DE INFORMATICA LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,9186;33182,
262604,Click.com telecomunicações ltda-me,BR,lacnic,1,PARTIAL: VULNERABLE (Mixed),False,,6939;52965,
262605,BRASIL TECPAR | AMIGO | AVATO,BR,lacnic,0,STUB: VULNERABLE,False,,53062,
262606,MICROTELL SCM LTDA,BR,lacnic,9,REGRESSED,False,,7738;6939;52468;23106,
262607,Vexpert Telecom Eireli,XX,,0,NOT ROUTED,False,,,
262608,Vapt Solucoes Tecnologicas Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,268267;28173;53062,
262609,CL9 Tecnologias Ltda.,BR,lacnic,1,PARTIAL: VULNERABLE (Mixed),False,,22381;52863;10429;6939;52925;16735,
262610,INTERall Informatica Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,268323;53102,
262611,Ivr informatica ltda me,BR,lacnic,0,STUB: VULNERABLE,False,,271253;4230;1031,
262612,INFO PROJEKT,BR,lacnic,0,STUB: VULNERABLE,False,,53180,
262613,FOCUS PROVEDORIA DE INTERNET,XX,,0,NOT ROUTED,False,,,
262614,Insper Instituto de Ensino e Pesquisa,BR,lacnic,0,STUB: VULNERABLE,False,,1916;52925,
262615,GravataNET LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,52965,
262616,Virtual Slice Telecom Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,28283,
262617,Vox Conexao,BR,lacnic,0,STUB: VULNERABLE,False,,7738;263903,
262618,JGM BRASIL TELECOMUNICA??ES LTDA,XX,,0,NOT ROUTED,False,,,
262619,Thielke & Cia Ltda.,XX,,0,NOT ROUTED,False,,,
262620,Pox Network Telecomunicações Ltda-ME,BR,lacnic,0,STUB: VULNERABLE,False,,6939;52468;22381,
262621,PONTONET TELECOM LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,53115,
262622,DAVOI ISP-PROVEDOR DE SOL.E ACESSO A INTERNET-LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,262659;271253;1031,
262623,NETSALTO PROVEDOR DE ACESSO A INTERNET LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,52571,
262624,INETSAFE COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,269096;7713;6939;21574,
262625,Aita Provedor de Acesso as Redes de Comunic. E Com,BR,lacnic,0,STUB: VULNERABLE,False,,28283;53062,
262626,CICLONET SERVICOS DE INTERNET E MULTIMIDIA EIRELI,BR,lacnic,0,STUB: VULNERABLE,False,,266003;52871,
262627,G1 Solucoes e Tecnologia LTDA,XX,,0,NOT ROUTED,False,,,
262628,2i Servicos de Telecomunicacoes do Brasil Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,263415,
262629,Cooper Card Instituição de Pagamento Ltda,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,262355;16735,
262630,Arraia Serviços de Tecnologia Ltda,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,262903,
262631,ILIG TELECOM LTDA.,XX,,0,NOT ROUTED,False,,,
262632,Graja Fibra,BR,lacnic,5,REGRESSED,False,,6939;3356;10429,
262633,ZAIKON INTERNET,BR,lacnic,0,STUB: VULNERABLE,False,,28283,
262634,LEMOS & MORAIS LTDA,BR,lacnic,1,REGRESSED,False,,61568,
262635,MKVEX LTDA ME,XX,,0,NOT ROUTED,False,,,
487,Air Force Systems Networking,US,arin,0,NOT ROUTED,False,,,
262637,NETPRIMUS TECNOLOGIA LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,52965,
262638,G6 INTERNET,BR,lacnic,0,STUB: VULNERABLE,False,,52531,
262639,Sociedade PADRE ANCHIETA DE ENSINO,BR,lacnic,0,NOT ROUTED,False,,,
496,Air Force Systems Networking,US,arin,0,NOT ROUTED,False,,,
262641,SNI Telecom,XX,,0,NOT ROUTED,False,,,
262642,NETCELL TELECOM,BR,lacnic,2,REGRESSED,False,,263073;6939,
262643,Brconecta LTDA,BR,lacnic,1,REGRESSED,False,,7713;6939,
4286054900,Unknown,XX,,0,NOT ROUTED,False,,,
262645,BrasilNET Telecomunicações do Parana LTDA,BR,lacnic,14,REGRESSED,False,,7713;53062;174;3356;267613,
262646,ARROBASAT COM E SERV DE INFORMATICA LTDA,XX,,0,NOT ROUTED,False,,,
262644,CONECTA NETWORKS EIRELI,BR,lacnic,0,STUB: VULNERABLE,False,,269194;262462,
262648,LSB TELECOMUNICACOES LTDA -  BRAVA,BR,lacnic,0,STUB: VULNERABLE,False,,4230;8167,
262649,Sidys Comunicações Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,61568;6939,
262650,Kyatera Informatica Ltda,XX,,0,NOT ROUTED,False,,,
262651,LIBnet Comunicação Interativa Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,61832;4230;28368,
262652,R4C Serviços de Informática Ltda,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,17222;16735;26615,
262653,PORTALMAIL INFORMATICA LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,6939;52965,
262654,Governo do Estado do Rio Grande do Norte,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,28126,
262655,Tribunal Regional do Trabalho 5a Região,BR,lacnic,0,STUB: VULNERABLE,False,,61568;6939,
262656,Nova Link Caxias Telecom LTDA,XX,,0,NOT ROUTED,False,,,
513,CERN,CH,ripencc,2,PARTIAL: VULNERABLE (Mixed),False,,25091;6730;20940;174;1103;6939,
262657,DENTEL Telecom,BR,lacnic,0,REGRESSED,False,,28158,
262659,VERO S.A,BR,lacnic,2,PARTIAL: VULNERABLE (Mixed),False,,7713;6939,
262660,Consult Informatica Ltda,XX,,0,NOT ROUTED,False,,,
262661,Linknet Telecomunicaçoes,BR,lacnic,0,STUB: VULNERABLE,False,,262417;53062,
262662,Conexao Networks Provedor de Internet,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,6939;16735,
262663,METROFLEX TELECOMUNICACOES LTDA,BR,lacnic,202,REGRESSED,False,,6939;52468;53062,
262664,GIGALINE INTERNET SERVICOS DE INFORMATICA LTDA,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,6939,
262665,Viafast Provedor de Internet Ltda ME,XX,,0,NOT ROUTED,False,,,
262666,World Web Internet Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,266602,
262667,CARDWAY SP COMERCIO E SERVICOS LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,4230;15830;174;10429,
262668,Mar Provedor de Internet Ltda,BR,lacnic,0,REGRESSED,False,,52873;6939;52871,
262669,VALE NET,BR,lacnic,0,STUB: VULNERABLE,False,,28201,
518,United States Department of Defense (DoD),US,arin,0,STUB: VULNERABLE,False,,668,
262671,Vero Internet,BR,lacnic,0,STUB: VULNERABLE,False,,28258,
262672,HOSTNET,BR,lacnic,0,STUB: VULNERABLE,False,,52925;52863,
262673,VERO S.A,BR,lacnic,0,STUB: VULNERABLE,False,,28258;52965,
262674,Conquest Telecomunicações Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,13786;6939;21574,
262675,Solucao Network Provedor Ltda,BR,lacnic,2,REGRESSED,False,,268624;6939;3356,
262676,Intervip Networks Ltda.,BR,lacnic,1,REGRESSED,False,,269096;263009;6939,
533,"Headquarters, USAISC",US,arin,0,NOT ROUTED,False,,,
262678,CMD Informatica Ltda,XX,,0,NOT ROUTED,False,,,
262679,Governo do Estado de Mato Grosso do Sul,BR,lacnic,0,STUB: VULNERABLE,False,,61832;4230,
536,"Headquarters, USAISC",US,arin,0,NOT ROUTED,False,,,
535,"Headquarters, USAISC",US,arin,0,NOT ROUTED,False,,,
534,"Headquarters, USAISC",US,arin,0,NOT ROUTED,False,,,
262683,M4.NET ACESSO A REDE DE COMUNICACAO LTDA - ME,XX,,0,NOT ROUTED,False,,,
262684,Net New Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,52468;271253;1031,
262685,IZI Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,268696;263009,
262686,Netwalk Telecomunicações em Inf. Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,28666;53062,
262687,Screen Saver Informática LTDA,BR,lacnic,1,PARTIAL: VULNERABLE (Mixed),False,,28186;7713;52554;6939,
